Time,Height,Velocity
9.79,0.299469,0.574256
9.8,0.304231,0.476156
9.81,0.308011,0.378056
9.82,0.310811,0.279956
9.83,0.312629,0.181856
9.84,0.313467,0.0837564
9.85,0.313324,-0.0143436
9.86,0.312199,-0.112444
9.87,0.310094,-0.210544
9.88,0.307007,-0.308644
9.89,0.30294,-0.406744
9.9,0.297891,-0.504844
9.91,0.291862,-0.602944
9.92,0.284852,-0.701044
9.93,0.27686,-0.799144
9.94,0.267888,-0.897244
9.95,0.257934,-0.995344
9.96,0.247,-1.09344
9.97,0.235084,-1.19154
9.98,0.222188,-1.28964
9.99,0.20831,-1.38774
10,0.193452,-1.48584
10.01,0.177613,-1.58394
