Time,Height,Velocity
9.74,3.13139,-4.45073
9.75,3.0859,-4.54883
9.76,3.03943,-4.64693
9.77,2.99198,-4.74503
9.78,2.94355,-4.84313
9.79,2.89414,-4.94123
9.8,2.84374,-5.03933
9.81,2.79237,-5.13743
9.82,2.74001,-5.23553
9.83,2.68668,-5.33363
9.84,2.63236,-5.43173
9.85,2.57706,-5.52983
9.86,2.52078,-5.62793
9.87,2.46352,-5.72603
9.88,2.40528,-5.82413
9.89,2.34606,-5.92223
9.9,2.28586,-6.02033
9.91,2.22467,-6.11843
9.92,2.16251,-6.21653
9.93,2.09936,-6.31463
9.94,2.03523,-6.41273
9.95,1.97012,-6.51083
9.96,1.90403,-6.60893
9.97,1.83696,-6.70703
9.98,1.76891,-6.80513
9.99,1.69988,-6.90323
10,1.62987,-7.00133
